nombre,familia,exp_name,method,time,resultado,n,m,resultado_exp,first,dif,tabu,v,l,gap
berlin52,berlin,exp_tabu,ts,3.026932954788208,7542,52,1378,8643,1,1101,60,40,901,0.1459824980111376
berlin52,berlin,exp_tabu,ts,3.273451805114746,7542,52,1378,8643,1,1101,60,40,1001,0.1459824980111376
berlin52,berlin,exp_tabu,ts,3.5579748153686523,7542,52,1378,8643,1,1101,60,40,1101,0.1459824980111376
berlin52,berlin,exp_tabu,ts,4.07288670539856,7542,52,1378,8643,1,1101,60,40,1201,0.1459824980111376
berlin52,berlin,exp_tabu,ts,4.183122396469116,7542,52,1378,8643,1,1101,60,40,1301,0.1459824980111376
berlin52,berlin,exp_tabu,ts,4.454979658126831,7542,52,1378,8643,1,1101,60,40,1401,0.1459824980111376
berlin52,berlin,exp_tabu,ts,4.831588983535767,7542,52,1378,8643,1,1101,60,40,1501,0.1459824980111376
berlin52,berlin,exp_tabu,ts,0.0246684551239013,7542,52,1378,9454,1,1912,80,40,1,0.2535136568549456
berlin52,berlin,exp_tabu,ts,0.3397691249847412,7542,52,1378,8643,1,1101,80,40,101,0.1459824980111376
berlin52,berlin,exp_tabu,ts,0.7686119079589844,7542,52,1378,8643,1,1101,80,40,201,0.1459824980111376
berlin52,berlin,exp_tabu,ts,1.165292739868164,7542,52,1378,8643,1,1101,80,40,301,0.1459824980111376
berlin52,berlin,exp_tabu,ts,1.5448331832885742,7542,52,1378,8643,1,1101,80,40,401,0.1459824980111376
berlin52,berlin,exp_tabu,ts,1.914503574371338,7542,52,1378,8643,1,1101,80,40,501,0.1459824980111376
berlin52,berlin,exp_tabu,ts,2.307332992553711,7542,52,1378,8643,1,1101,80,40,601,0.1459824980111376
berlin52,berlin,exp_tabu,ts,2.67127013206482,7542,52,1378,8643,1,1101,80,40,701,0.1459824980111376
berlin52,berlin,exp_tabu,ts,2.9998619556427,7542,52,1378,8643,1,1101,80,40,801,0.1459824980111376
berlin52,berlin,exp_tabu,ts,3.394357442855835,7542,52,1378,8643,1,1101,80,40,901,0.1459824980111376
berlin52,berlin,exp_tabu,ts,3.755398988723755,7542,52,1378,8643,1,1101,80,40,1001,0.1459824980111376
berlin52,berlin,exp_tabu,ts,4.346888303756714,7542,52,1378,8643,1,1101,80,40,1101,0.1459824980111376
berlin52,berlin,exp_tabu,ts,4.5864098072052,7542,52,1378,8643,1,1101,80,40,1201,0.1459824980111376
berlin52,berlin,exp_tabu,ts,4.870548248291016,7542,52,1378,8643,1,1101,80,40,1301,0.1459824980111376
berlin52,berlin,exp_tabu,ts,5.226655006408691,7542,52,1378,8643,1,1101,80,40,1401,0.1459824980111376
berlin52,berlin,exp_tabu,ts,5.816028594970703,7542,52,1378,8643,1,1101,80,40,1501,0.1459824980111376
berlin52,berlin,exp_tabu,ts,0.0210566520690917,7542,52,1378,9454,1,1912,100,40,1,0.2535136568549456
berlin52,berlin,exp_tabu,ts,0.3545689582824707,7542,52,1378,8643,1,1101,100,40,101,0.1459824980111376
berlin52,berlin,exp_tabu,ts,0.8014891147613525,7542,52,1378,8643,1,1101,100,40,201,0.1459824980111376
berlin52,berlin,exp_tabu,ts,1.3387253284454346,7542,52,1378,8643,1,1101,100,40,301,0.1459824980111376
berlin52,berlin,exp_tabu,ts,1.6425395011901855,7542,52,1378,8271,1,729,100,40,401,0.0966587112171837
berlin52,berlin,exp_tabu,ts,2.1037473678588867,7542,52,1378,8239,1,697,100,40,501,0.092415804826306
berlin52,berlin,exp_tabu,ts,2.493536949157715,7542,52,1378,8239,1,697,100,40,601,0.092415804826306
berlin52,berlin,exp_tabu,ts,2.989506244659424,7542,52,1378,8239,1,697,100,40,701,0.092415804826306
berlin52,berlin,exp_tabu,ts,3.405430316925049,7542,52,1378,8239,1,697,100,40,801,0.092415804826306
berlin52,berlin,exp_tabu,ts,3.854257345199585,7542,52,1378,8222,1,680,100,40,901,0.0901617608061522
berlin52,berlin,exp_tabu,ts,4.299724340438843,7542,52,1378,8197,1,655,100,40,1001,0.0868469901882789
berlin52,berlin,exp_tabu,ts,4.640190839767456,7542,52,1378,8197,1,655,100,40,1101,0.0868469901882789
berlin52,berlin,exp_tabu,ts,5.020297765731812,7542,52,1378,8197,1,655,100,40,1201,0.0868469901882789
berlin52,berlin,exp_tabu,ts,5.682106971740723,7542,52,1378,8197,1,655,100,40,1301,0.0868469901882789
berlin52,berlin,exp_tabu,ts,6.011795520782471,7542,52,1378,8197,1,655,100,40,1401,0.0868469901882789
berlin52,berlin,exp_tabu,ts,6.261965990066528,7542,52,1378,8197,1,655,100,40,1501,0.0868469901882789
berlin52,berlin,exp_tabu,ts,0.0209133625030517,7542,52,1378,9454,1,1912,150,40,1,0.2535136568549456
berlin52,berlin,exp_tabu,ts,0.3655869960784912,7542,52,1378,8643,1,1101,150,40,101,0.1459824980111376
berlin52,berlin,exp_tabu,ts,0.968679428100586,7542,52,1378,8643,1,1101,150,40,201,0.1459824980111376
berlin52,berlin,exp_tabu,ts,1.5069568157196045,7542,52,1378,8643,1,1101,150,40,301,0.1459824980111376
berlin52,berlin,exp_tabu,ts,2.20934534072876,7542,52,1378,8643,1,1101,150,40,401,0.1459824980111376
berlin52,berlin,exp_tabu,ts,2.7788290977478027,7542,52,1378,8643,1,1101,150,40,501,0.1459824980111376
berlin52,berlin,exp_tabu,ts,3.3030972480773926,7542,52,1378,8643,1,1101,150,40,601,0.1459824980111376
berlin52,berlin,exp_tabu,ts,4.007216215133667,7542,52,1378,8643,1,1101,150,40,701,0.1459824980111376
berlin52,berlin,exp_tabu,ts,4.447815418243408,7542,52,1378,8643,1,1101,150,40,801,0.1459824980111376
berlin52,berlin,exp_tabu,ts,5.215357065200806,7542,52,1378,8643,1,1101,150,40,901,0.1459824980111376
berlin52,berlin,exp_tabu,ts,5.739164352416992,7542,52,1378,8643,1,1101,150,40,1001,0.1459824980111376
berlin52,berlin,exp_tabu,ts,6.309568881988525,7542,52,1378,8643,1,1101,150,40,1101,0.1459824980111376
berlin52,berlin,exp_tabu,ts,7.019652843475342,7542,52,1378,8643,1,1101,150,40,1201,0.1459824980111376
berlin52,berlin,exp_tabu,ts,7.50170373916626,7542,52,1378,8643,1,1101,150,40,1301,0.1459824980111376
berlin52,berlin,exp_tabu,ts,8.086483478546143,7542,52,1378,8643,1,1101,150,40,1401,0.1459824980111376
berlin52,berlin,exp_tabu,ts,9.117162227630615,7542,52,1378,8643,1,1101,150,40,1501,0.1459824980111376
berlin52,berlin,exp_tabu,ts,0.0248959064483642,7542,52,1378,9454,1,1912,200,40,1,0.2535136568549456
berlin52,berlin,exp_tabu,ts,0.4242451190948486,7542,52,1378,8643,1,1101,200,40,101,0.1459824980111376
berlin52,berlin,exp_tabu,ts,1.0428133010864258,7542,52,1378,8643,1,1101,200,40,201,0.1459824980111376
berlin52,berlin,exp_tabu,ts,1.790086269378662,7542,52,1378,8643,1,1101,200,40,301,0.1459824980111376
berlin52,berlin,exp_tabu,ts,2.5861928462982178,7542,52,1378,8643,1,1101,200,40,401,0.1459824980111376
berlin52,berlin,exp_tabu,ts,3.425828695297241,7542,52,1378,8643,1,1101,200,40,501,0.1459824980111376
berlin52,berlin,exp_tabu,ts,4.289815425872803,7542,52,1378,8643,1,1101,200,40,601,0.1459824980111376
berlin52,berlin,exp_tabu,ts,5.090676546096802,7542,52,1378,8643,1,1101,200,40,701,0.1459824980111376
berlin52,berlin,exp_tabu,ts,5.804704904556274,7542,52,1378,8643,1,1101,200,40,801,0.1459824980111376
berlin52,berlin,exp_tabu,ts,6.437228441238403,7542,52,1378,8643,1,1101,200,40,901,0.1459824980111376
berlin52,berlin,exp_tabu,ts,7.200582504272461,7542,52,1378,8643,1,1101,200,40,1001,0.1459824980111376
berlin52,berlin,exp_tabu,ts,8.224748134613037,7542,52,1378,8643,1,1101,200,40,1101,0.1459824980111376
berlin52,berlin,exp_tabu,ts,8.85318922996521,7542,52,1378,8643,1,1101,200,40,1201,0.1459824980111376
berlin52,berlin,exp_tabu,ts,9.630801916122437,7542,52,1378,8643,1,1101,200,40,1301,0.1459824980111376
berlin52,berlin,exp_tabu,ts,10.530489444732666,7542,52,1378,8643,1,1101,200,40,1401,0.1459824980111376
berlin52,berlin,exp_tabu,ts,11.179243803024292,7542,52,1378,8643,1,1101,200,40,1501,0.1459824980111376
eil51,eil,exp_tabu,ts,0.029653787612915,426,51,1326,502,1,76,20,40,1,0.1784037558685446
eil51,eil,exp_tabu,ts,0.2024970054626464,426,51,1326,430,1,4,20,40,101,0.0093896713615023
eil51,eil,exp_tabu,ts,0.3940150737762451,426,51,1326,430,1,4,20,40,201,0.0093896713615023
eil51,eil,exp_tabu,ts,0.556692361831665,426,51,1326,430,1,4,20,40,301,0.0093896713615023
eil51,eil,exp_tabu,ts,0.7683291435241699,426,51,1326,430,1,4,20,40,401,0.0093896713615023
eil51,eil,exp_tabu,ts,0.9658915996551514,426,51,1326,430,1,4,20,40,501,0.0093896713615023
eil51,eil,exp_tabu,ts,1.1638333797454834,426,51,1326,430,1,4,20,40,601,0.0093896713615023
eil51,eil,exp_tabu,ts,1.2924480438232422,426,51,1326,430,1,4,20,40,701,0.0093896713615023
eil51,eil,exp_tabu,ts,1.5188746452331543,426,51,1326,430,1,4,20,40,801,0.0093896713615023
eil51,eil,exp_tabu,ts,1.6670587062835691,426,51,1326,430,1,4,20,40,901,0.0093896713615023
eil51,eil,exp_tabu,ts,1.8197429180145264,426,51,1326,430,1,4,20,40,1001,0.0093896713615023
eil51,eil,exp_tabu,ts,2.0436978340148926,426,51,1326,430,1,4,20,40,1101,0.0093896713615023
eil51,eil,exp_tabu,ts,2.333285093307495,426,51,1326,430,1,4,20,40,1201,0.0093896713615023
eil51,eil,exp_tabu,ts,2.3992440700531006,426,51,1326,430,1,4,20,40,1301,0.0093896713615023
eil51,eil,exp_tabu,ts,2.6569395065307617,426,51,1326,430,1,4,20,40,1401,0.0093896713615023
eil51,eil,exp_tabu,ts,2.640612363815308,426,51,1326,430,1,4,20,40,1501,0.0093896713615023
eil51,eil,exp_tabu,ts,0.0213942527770996,426,51,1326,502,1,76,40,40,1,0.1784037558685446
eil51,eil,exp_tabu,ts,0.2582259178161621,426,51,1326,430,1,4,40,40,101,0.0093896713615023
eil51,eil,exp_tabu,ts,0.4598462581634521,426,51,1326,429,1,3,40,40,201,0.0070422535211267
eil51,eil,exp_tabu,ts,0.7325053215026855,426,51,1326,429,1,3,40,40,301,0.0070422535211267
eil51,eil,exp_tabu,ts,0.980656623840332,426,51,1326,429,1,3,40,40,401,0.0070422535211267
eil51,eil,exp_tabu,ts,1.2988505363464355,426,51,1326,429,1,3,40,40,501,0.0070422535211267
eil51,eil,exp_tabu,ts,1.5772523880004885,426,51,1326,429,1,3,40,40,601,0.0070422535211267
eil51,eil,exp_tabu,ts,1.728848934173584,426,51,1326,429,1,3,40,40,701,0.0070422535211267
eil51,eil,exp_tabu,ts,1.9987192153930664,426,51,1326,429,1,3,40,40,801,0.0070422535211267
eil51,eil,exp_tabu,ts,2.25069522857666,426,51,1326,429,1,3,40,40,901,0.0070422535211267
eil51,eil,exp_tabu,ts,2.3429787158966064,426,51,1326,429,1,3,40,40,1001,0.0070422535211267
eil51,eil,exp_tabu,ts,2.649810552597046,426,51,1326,429,1,3,40,40,1101,0.0070422535211267
eil51,eil,exp_tabu,ts,3.360923767089844,426,51,1326,429,1,3,40,40,1201,0.0070422535211267
eil51,eil,exp_tabu,ts,3.1831319332122803,426,51,1326,429,1,3,40,40,1301,0.0070422535211267
eil51,eil,exp_tabu,ts,3.9260098934173584,426,51,1326,429,1,3,40,40,1401,0.0070422535211267
eil51,eil,exp_tabu,ts,4.01189398765564,426,51,1326,429,1,3,40,40,1501,0.0070422535211267
eil51,eil,exp_tabu,ts,0.02294921875,426,51,1326,502,1,76,60,40,1,0.1784037558685446
eil51,eil,exp_tabu,ts,0.3832230567932129,426,51,1326,430,1,4,60,40,101,0.0093896713615023
eil51,eil,exp_tabu,ts,0.7271931171417236,426,51,1326,430,1,4,60,40,201,0.0093896713615023
eil51,eil,exp_tabu,ts,0.995142936706543,426,51,1326,430,1,4,60,40,301,0.0093896713615023
eil51,eil,exp_tabu,ts,1.5403063297271729,426,51,1326,430,1,4,60,40,401,0.0093896713615023
eil51,eil,exp_tabu,ts,1.510647535324097,426,51,1326,430,1,4,60,40,501,0.0093896713615023
eil51,eil,exp_tabu,ts,1.900087833404541,426,51,1326,430,1,4,60,40,601,0.0093896713615023
eil51,eil,exp_tabu,ts,2.2284915447235107,426,51,1326,430,1,4,60,40,701,0.0093896713615023
eil51,eil,exp_tabu,ts,2.748968601226806,426,51,1326,430,1,4,60,40,801,0.0093896713615023
eil51,eil,exp_tabu,ts,2.776604413986206,426,51,1326,430,1,4,60,40,901,0.0093896713615023
eil51,eil,exp_tabu,ts,3.461925983428955,426,51,1326,430,1,4,60,40,1001,0.0093896713615023
eil51,eil,exp_tabu,ts,4.17535924911499,426,51,1326,430,1,4,60,40,1101,0.0093896713615023
eil51,eil,exp_tabu,ts,3.9177422523498535,426,51,1326,430,1,4,60,40,1201,0.0093896713615023
eil51,eil,exp_tabu,ts,4.489140748977661,426,51,1326,430,1,4,60,40,1301,0.0093896713615023
eil51,eil,exp_tabu,ts,4.65771484375,426,51,1326,430,1,4,60,40,1401,0.0093896713615023
eil51,eil,exp_tabu,ts,4.70903205871582,426,51,1326,430,1,4,60,40,1501,0.0093896713615023
eil51,eil,exp_tabu,ts,0.0223345756530761,426,51,1326,502,1,76,80,40,1,0.1784037558685446
eil51,eil,exp_tabu,ts,0.2893719673156738,426,51,1326,430,1,4,80,40,101,0.0093896713615023
eil51,eil,exp_tabu,ts,0.6951539516448975,426,51,1326,429,1,3,80,40,201,0.0070422535211267
eil51,eil,exp_tabu,ts,1.0544514656066897,426,51,1326,429,1,3,80,40,301,0.0070422535211267
eil51,eil,exp_tabu,ts,1.529512643814087,426,51,1326,429,1,3,80,40,401,0.0070422535211267
eil51,eil,exp_tabu,ts,1.9353609085083008,426,51,1326,429,1,3,80,40,501,0.0070422535211267
eil51,eil,exp_tabu,ts,2.227102041244507,426,51,1326,429,1,3,80,40,601,0.0070422535211267
eil51,eil,exp_tabu,ts,2.687520265579224,426,51,1326,429,1,3,80,40,701,0.0070422535211267
eil51,eil,exp_tabu,ts,3.271765947341919,426,51,1326,429,1,3,80,40,801,0.0070422535211267
eil51,eil,exp_tabu,ts,3.426267385482788,426,51,1326,429,1,3,80,40,901,0.0070422535211267
eil51,eil,exp_tabu,ts,3.936260461807251,426,51,1326,429,1,3,80,40,1001,0.0070422535211267
eil51,eil,exp_tabu,ts,4.945399522781372,426,51,1326,429,1,3,80,40,1101,0.0070422535211267
eil51,eil,exp_tabu,ts,4.936975002288818,426,51,1326,429,1,3,80,40,1201,0.0070422535211267
eil51,eil,exp_tabu,ts,5.309955835342407,426,51,1326,429,1,3,80,40,1301,0.0070422535211267
eil51,eil,exp_tabu,ts,5.682336807250977,426,51,1326,429,1,3,80,40,1401,0.0070422535211267
eil51,eil,exp_tabu,ts,6.437697649002075,426,51,1326,429,1,3,80,40,1501,0.0070422535211267
eil51,eil,exp_tabu,ts,0.0250518321990966,426,51,1326,502,1,76,100,40,1,0.1784037558685446
eil51,eil,exp_tabu,ts,0.3403418064117431,426,51,1326,430,1,4,100,40,101,0.0093896713615023
eil51,eil,exp_tabu,ts,0.7607161998748779,426,51,1326,429,1,3,100,40,201,0.0070422535211267
eil51,eil,exp_tabu,ts,1.15885591506958,426,51,1326,429,1,3,100,40,301,0.0070422535211267
eil51,eil,exp_tabu,ts,1.7754254341125488,426,51,1326,429,1,3,100,40,401,0.0070422535211267
eil51,eil,exp_tabu,ts,2.1047065258026123,426,51,1326,429,1,3,100,40,501,0.0070422535211267
eil51,eil,exp_tabu,ts,2.531891345977783,426,51,1326,429,1,3,100,40,601,0.0070422535211267
eil51,eil,exp_tabu,ts,2.9088776111602783,426,51,1326,429,1,3,100,40,701,0.0070422535211267
eil51,eil,exp_tabu,ts,3.319873332977295,426,51,1326,429,1,3,100,40,801,0.0070422535211267
eil51,eil,exp_tabu,ts,3.7104415893554688,426,51,1326,429,1,3,100,40,901,0.0070422535211267
eil51,eil,exp_tabu,ts,4.2206902503967285,426,51,1326,429,1,3,100,40,1001,0.0070422535211267
eil51,eil,exp_tabu,ts,4.792920827865601,426,51,1326,429,1,3,100,40,1101,0.0070422535211267
eil51,eil,exp_tabu,ts,5.092657566070557,426,51,1326,429,1,3,100,40,1201,0.0070422535211267
eil51,eil,exp_tabu,ts,5.662472248077393,426,51,1326,429,1,3,100,40,1301,0.0070422535211267
eil51,eil,exp_tabu,ts,6.157786846160889,426,51,1326,429,1,3,100,40,1401,0.0070422535211267
eil51,eil,exp_tabu,ts,6.552825689315796,426,51,1326,429,1,3,100,40,1501,0.0070422535211267
eil51,eil,exp_tabu,ts,0.0277540683746337,426,51,1326,502,1,76,150,40,1,0.1784037558685446
eil51,eil,exp_tabu,ts,0.3788843154907226,426,51,1326,430,1,4,150,40,101,0.0093896713615023
eil51,eil,exp_tabu,ts,0.9211323261260986,426,51,1326,429,1,3,150,40,201,0.0070422535211267
eil51,eil,exp_tabu,ts,1.4932029247283936,426,51,1326,429,1,3,150,40,301,0.0070422535211267
eil51,eil,exp_tabu,ts,2.153179407119751,426,51,1326,429,1,3,150,40,401,0.0070422535211267
eil51,eil,exp_tabu,ts,2.748929977416992,426,51,1326,429,1,3,150,40,501,0.0070422535211267
eil51,eil,exp_tabu,ts,3.3568146228790283,426,51,1326,429,1,3,150,40,601,0.0070422535211267
eil51,eil,exp_tabu,ts,3.901834487915039,426,51,1326,429,1,3,150,40,701,0.0070422535211267
eil51,eil,exp_tabu,ts,4.49122166633606,426,51,1326,429,1,3,150,40,801,0.0070422535211267
eil51,eil,exp_tabu,ts,4.98224663734436,426,51,1326,429,1,3,150,40,901,0.0070422535211267
eil51,eil,exp_tabu,ts,5.57321834564209,426,51,1326,429,1,3,150,40,1001,0.0070422535211267
eil51,eil,exp_tabu,ts,6.304824113845825,426,51,1326,429,1,3,150,40,1101,0.0070422535211267
eil51,eil,exp_tabu,ts,6.994847774505615,426,51,1326,429,1,3,150,40,1201,0.0070422535211267
eil51,eil,exp_tabu,ts,7.374057054519653,426,51,1326,429,1,3,150,40,1301,0.0070422535211267
eil51,eil,exp_tabu,ts,8.018796920776367,426,51,1326,429,1,3,150,40,1401,0.0070422535211267
eil51,eil,exp_tabu,ts,9.105816125869753,426,51,1326,429,1,3,150,40,1501,0.0070422535211267
eil51,eil,exp_tabu,ts,0.0215623378753662,426,51,1326,502,1,76,200,40,1,0.1784037558685446
eil51,eil,exp_tabu,ts,0.386624813079834,426,51,1326,430,1,4,200,40,101,0.0093896713615023
eil51,eil,exp_tabu,ts,1.0137567520141602,426,51,1326,429,1,3,200,40,201,0.0070422535211267
eil51,eil,exp_tabu,ts,1.9207780361175537,426,51,1326,429,1,3,200,40,301,0.0070422535211267
eil51,eil,exp_tabu,ts,2.593403577804565,426,51,1326,429,1,3,200,40,401,0.0070422535211267
eil51,eil,exp_tabu,ts,3.248044013977051,426,51,1326,429,1,3,200,40,501,0.0070422535211267
eil51,eil,exp_tabu,ts,4.319285392761231,426,51,1326,429,1,3,200,40,601,0.0070422535211267
eil51,eil,exp_tabu,ts,5.2719714641571045,426,51,1326,429,1,3,200,40,701,0.0070422535211267
eil51,eil,exp_tabu,ts,5.970426082611084,426,51,1326,429,1,3,200,40,801,0.0070422535211267
eil51,eil,exp_tabu,ts,7.083045721054077,426,51,1326,429,1,3,200,40,901,0.0070422535211267
eil51,eil,exp_tabu,ts,7.2161993980407715,426,51,1326,429,1,3,200,40,1001,0.0070422535211267
eil51,eil,exp_tabu,ts,7.735881805419922,426,51,1326,429,1,3,200,40,1101,0.0070422535211267
eil51,eil,exp_tabu,ts,8.191495180130005,426,51,1326,429,1,3,200,40,1201,0.0070422535211267
eil51,eil,exp_tabu,ts,9.00142765045166,426,51,1326,429,1,3,200,40,1301,0.0070422535211267
eil51,eil,exp_tabu,ts,9.81924057006836,426,51,1326,429,1,3,200,40,1401,0.0070422535211267
eil51,eil,exp_tabu,ts,10.530327320098875,426,51,1326,429,1,3,200,40,1501,0.0070422535211267
att48,att,exp_vec,ts,0.0236010551452636,10628,48,1176,12696,1,2068,100,20,1,0.1945803537824614
att48,att,exp_vec,ts,0.2025108337402343,10628,48,1176,11204,1,576,100,20,101,0.0541964621753857
att48,att,exp_vec,ts,0.3885600566864013,10628,48,1176,11139,1,511,100,20,201,0.0480805419646217
att48,att,exp_vec,ts,0.8037254810333252,10628,48,1176,11139,1,511,100,20,301,0.0480805419646217
att48,att,exp_vec,ts,0.9637644290924072,10628,48,1176,11139,1,511,100,20,401,0.0480805419646217
att48,att,exp_vec,ts,1.1344733238220217,10628,48,1176,11139,1,511,100,20,501,0.0480805419646217
att48,att,exp_vec,ts,1.248366117477417,10628,48,1176,11139,1,511,100,20,601,0.0480805419646217
att48,att,exp_vec,ts,1.770191669464111,10628,48,1176,11139,1,511,100,20,701,0.0480805419646217
att48,att,exp_vec,ts,1.8909285068511963,10628,48,1176,11139,1,511,100,20,801,0.0480805419646217
att48,att,exp_vec,ts,2.0617105960845947,10628,48,1176,11139,1,511,100,20,901,0.0480805419646217
att48,att,exp_vec,ts,2.2635414600372314,10628,48,1176,11139,1,511,100,20,1001,0.0480805419646217
att48,att,exp_vec,ts,2.335508108139038,10628,48,1176,11139,1,511,100,20,1101,0.0480805419646217
att48,att,exp_vec,ts,2.7115182876586914,10628,48,1176,11139,1,511,100,20,1201,0.0480805419646217
att48,att,exp_vec,ts,2.8876185417175293,10628,48,1176,11139,1,511,100,20,1301,0.0480805419646217
att48,att,exp_vec,ts,3.173645257949829,10628,48,1176,11139,1,511,100,20,1401,0.0480805419646217
att48,att,exp_vec,ts,3.431535720825196,10628,48,1176,11139,1,511,100,20,1501,0.0480805419646217
att48,att,exp_vec,ts,0.0238587856292724,10628,48,1176,12312,1,1684,100,40,1,0.1584493789988709
att48,att,exp_vec,ts,0.2844982147216797,10628,48,1176,11058,1,430,100,40,101,0.0404591644712081
att48,att,exp_vec,ts,0.8245923519134521,10628,48,1176,10979,1,351,100,40,201,0.0330259691381257
att48,att,exp_vec,ts,1.2351157665252686,10628,48,1176,10916,1,288,100,40,301,0.0270982310876928
att48,att,exp_vec,ts,1.3851656913757324,10628,48,1176,10916,1,288,100,40,401,0.0270982310876928
att48,att,exp_vec,ts,2.298639297485352,10628,48,1176,10916,1,288,100,40,501,0.0270982310876928
att48,att,exp_vec,ts,2.290872097015381,10628,48,1176,10916,1,288,100,40,601,0.0270982310876928
att48,att,exp_vec,ts,2.3419382572174072,10628,48,1176,10916,1,288,100,40,701,0.0270982310876928
att48,att,exp_vec,ts,2.781423807144165,10628,48,1176,10916,1,288,100,40,801,0.0270982310876928
att48,att,exp_vec,ts,3.091700315475464,10628,48,1176,10916,1,288,100,40,901,0.0270982310876928
att48,att,exp_vec,ts,3.545656442642212,10628,48,1176,10916,1,288,100,40,1001,0.0270982310876928
att48,att,exp_vec,ts,3.957995176315308,10628,48,1176,10916,1,288,100,40,1101,0.0270982310876928
att48,att,exp_vec,ts,4.578196287155151,10628,48,1176,10916,1,288,100,40,1201,0.0270982310876928
att48,att,exp_vec,ts,5.310057163238525,10628,48,1176,10916,1,288,100,40,1301,0.0270982310876928
att48,att,exp_vec,ts,5.029736518859863,10628,48,1176,10916,1,288,100,40,1401,0.0270982310876928
att48,att,exp_vec,ts,5.526754379272461,10628,48,1176,10916,1,288,100,40,1501,0.0270982310876928
att48,att,exp_vec,ts,0.0216848850250244,10628,48,1176,12312,1,1684,100,60,1,0.1584493789988709
att48,att,exp_vec,ts,0.4103245735168457,10628,48,1176,11137,1,509,100,60,101,0.0478923598042905
att48,att,exp_vec,ts,1.1022326946258545,10628,48,1176,11137,1,509,100,60,201,0.0478923598042905
att48,att,exp_vec,ts,1.668351650238037,10628,48,1176,11137,1,509,100,60,301,0.0478923598042905
att48,att,exp_vec,ts,1.991173505783081,10628,48,1176,11137,1,509,100,60,401,0.0478923598042905
att48,att,exp_vec,ts,2.540980815887451,10628,48,1176,11137,1,509,100,60,501,0.0478923598042905
att48,att,exp_vec,ts,2.954562187194824,10628,48,1176,11137,1,509,100,60,601,0.0478923598042905
att48,att,exp_vec,ts,3.50080680847168,10628,48,1176,11137,1,509,100,60,701,0.0478923598042905
att48,att,exp_vec,ts,4.567402601242065,10628,48,1176,11137,1,509,100,60,801,0.0478923598042905
att48,att,exp_vec,ts,4.352177619934082,10628,48,1176,11137,1,509,100,60,901,0.0478923598042905
att48,att,exp_vec,ts,5.0556159019470215,10628,48,1176,11137,1,509,100,60,1001,0.0478923598042905
att48,att,exp_vec,ts,5.279632329940796,10628,48,1176,11137,1,509,100,60,1101,0.0478923598042905
att48,att,exp_vec,ts,5.858192920684815,10628,48,1176,11137,1,509,100,60,1201,0.0478923598042905
att48,att,exp_vec,ts,6.421535491943359,10628,48,1176,11137,1,509,100,60,1301,0.0478923598042905
att48,att,exp_vec,ts,6.816209077835083,10628,48,1176,11137,1,509,100,60,1401,0.0478923598042905
att48,att,exp_vec,ts,7.4823832511901855,10628,48,1176,11137,1,509,100,60,1501,0.0478923598042905
att48,att,exp_vec,ts,0.0259881019592285,10628,48,1176,12312,1,1684,100,80,1,0.1584493789988709
att48,att,exp_vec,ts,0.4452435970306396,10628,48,1176,11133,1,505,100,80,101,0.0475159954836281
att48,att,exp_vec,ts,1.0643713474273682,10628,48,1176,11133,1,505,100,80,201,0.0475159954836281
att48,att,exp_vec,ts,1.7170681953430176,10628,48,1176,11133,1,505,100,80,301,0.0475159954836281
att48,att,exp_vec,ts,2.36633825302124,10628,48,1176,11133,1,505,100,80,401,0.0475159954836281
att48,att,exp_vec,ts,2.9618074893951416,10628,48,1176,11133,1,505,100,80,501,0.0475159954836281
att48,att,exp_vec,ts,3.5742175579071045,10628,48,1176,11133,1,505,100,80,601,0.0475159954836281
att48,att,exp_vec,ts,4.313791990280151,10628,48,1176,11133,1,505,100,80,701,0.0475159954836281
att48,att,exp_vec,ts,4.807162523269653,10628,48,1176,11133,1,505,100,80,801,0.0475159954836281
att48,att,exp_vec,ts,5.452999114990234,10628,48,1176,11133,1,505,100,80,901,0.0475159954836281
att48,att,exp_vec,ts,6.085302352905273,10628,48,1176,11133,1,505,100,80,1001,0.0475159954836281
att48,att,exp_vec,ts,6.559284925460815,10628,48,1176,11133,1,505,100,80,1101,0.0475159954836281
att48,att,exp_vec,ts,7.293392896652222,10628,48,1176,11133,1,505,100,80,1201,0.0475159954836281
att48,att,exp_vec,ts,7.872711658477783,10628,48,1176,11133,1,505,100,80,1301,0.0475159954836281
att48,att,exp_vec,ts,8.566631555557251,10628,48,1176,11133,1,505,100,80,1401,0.0475159954836281
att48,att,exp_vec,ts,9.241554260253906,10628,48,1176,11133,1,505,100,80,1501,0.0475159954836281
att48,att,exp_vec,ts,0.0306682586669921,10628,48,1176,12232,1,1604,100,100,1,0.1509220925856229
att48,att,exp_vec,ts,0.5417537689208984,10628,48,1176,11173,1,545,100,100,101,0.0512796386902521
att48,att,exp_vec,ts,1.278503179550171,10628,48,1176,11173,1,545,100,100,201,0.0512796386902521
att48,att,exp_vec,ts,2.06308913230896,10628,48,1176,11173,1,545,100,100,301,0.0512796386902521
att48,att,exp_vec,ts,2.7704334259033203,10628,48,1176,11173,1,545,100,100,401,0.0512796386902521
att48,att,exp_vec,ts,3.5088999271392822,10628,48,1176,11173,1,545,100,100,501,0.0512796386902521
att48,att,exp_vec,ts,4.444525957107544,10628,48,1176,11173,1,545,100,100,601,0.0512796386902521
